"Supervisor.PI","Batch","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Wegener","1",NA,"MU",23.98,NA,23.98,23.98,23.98,NA,NA,23.98
"Wegener","1",NA,"UM",24.22,NA,24.22,24.22,24.22,NA,NA,24.22
"Wegener","2",NA,"AK",23.995,0.544885309033011,24,23.36,24.62,0.272442654516506,0.0227082854358413,24.22
"Wegener","2",NA,"GI",24.29,0.749533188057739,24.29,23.76,24.82,0.529999999999999,0.0308576857990012,24.82
"Wegener","2",NA,"KA",23.75,0.438406204335658,23.75,23.44,24.06,0.309999999999999,0.0184592086036066,24.06
"Wegener","2",NA,"MA",23.1466666666667,0.133166562369589,23.08,23.06,23.3,0.0768837506311394,0.00575316369684285,23.3
"Wegener","2",NA,"MU",23.32,NA,23.32,23.32,23.32,NA,NA,23.32
"Wegener","2",NA,"RE",24.25,0.664680374315353,24.25,23.78,24.72,0.469999999999999,0.0274094999717671,24.72
"Wegener","2",NA,"UM",23.24,0.141421356237309,23.24,23.14,23.34,0.0999999999999996,0.00608525629248318,23.34
"Wegener","2",NA,"VA",24.27,0.890954544295049,24.27,23.64,24.9,0.629999999999999,0.0367101171938627,24.9
"Wegener","2",NA,"YE",24.16,NA,24.16,24.16,24.16,NA,NA,24.16
"Wegener","3",NA,"GI",23.32,1.15965512114594,23.32,22.5,24.14,0.82,0.0497279211469099,24.14
"Wegener","3",NA,"KA",24.22,0.735391052434009,24.22,23.7,24.74,0.52,0.0303629666570606,23.7
"Wegener","3",NA,"MA",23.54,NA,23.54,23.54,23.54,NA,NA,23.54
"Wegener","3",NA,"MU",24.35,0.806101730552665,24.35,23.78,24.92,0.57,0.0331047938625324,24.92
"Wegener","3",NA,"RE",23.78,NA,23.78,23.78,23.78,NA,NA,23.78
"Wegener","3",NA,"UM",23.72,NA,23.72,23.72,23.72,NA,NA,23.72
"Wegener","3",NA,"VA",23.66,NA,23.66,23.66,23.66,NA,NA,23.66
"Wegener","3",NA,"YE",23.5133333333333,0.780085465403205,23.5,22.74,24.3,0.450382553441455,0.0331763027531842,24.3
"Wegener","4",NA,"RE",24.02,NA,24.02,24.02,24.02,NA,NA,24.02
"Wegener","4",NA,"VA",24.08,NA,24.08,24.08,24.08,NA,NA,24.08
