"Supervisor.PI","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Gibert","F","AK",46.8792440191388,19.7201223020659,47.777,0,88.36,1.36406938255469,0.420657856470873,53.94
"Gibert","F","GI",46.08358125,19.8306921541864,48.084,0,83.63,1.5677538696215,0.430320118712268,20.491
"Gibert","F","KA",56.6658428571429,19.278911595454,57.464,0.713,98.472,1.33037129136288,0.340221033049081,60.257
"Gibert","F","MA",55.4642551020408,23.9434313049015,55.8705,0.248,92.511,1.71024509320725,0.43169120834403,89.885
"Gibert","F","MU",51.1785502392344,18.4343992025833,51.022,6.83,90.998,1.27513405611081,0.360197760905919,66.47
"Gibert","F","RE",54.6161588235294,18.6329402347347,56.9815,0,87.534,1.4290812799327,0.341161675154411,52.239
"Gibert","F","UM",54.0948368421053,14.5151866294782,53.446,7.901,88.826,1.05304231656008,0.268328503732174,43.613
"Gibert","F","VA",51.240545,19.7400247139285,49.916,0.176,94.001,1.39583053360089,0.385242286434082,66.394
"Gibert","F","YE",48.9201624365482,20.213168119131,51.599,0,90.048,1.44012859939775,0.413186856142362,0
"Schmidt","F","AK",0.2145,0.219271864938867,0.1,0,0.9,0.0155048622621694,1.02224645659146,0
"Schmidt","F","GI",0.233333333333333,0.266105852866809,0.1,0,0.9,0.0242920297165504,1.14045365514347,0
"Schmidt","F","KA",0.357368421052632,0.294613765725849,0.3,0,0.9,0.0213735289989579,0.824397871692362,0
"Schmidt","F","MA",0.371584699453552,0.288156707567697,0.4,0,1,0.0213011567602278,0.775480551248361,0
"Schmidt","F","MU",0.301015228426396,0.2993172243412,0.2,0,1,0.0213254692448798,0.99435907580466,0
"Schmidt","F","RE",0.31984126984127,0.305684763446225,0.2,0,1,0.0272325631707813,0.95573896263584,0
"Schmidt","F","UM",0.478767123287671,0.271955600866579,0.4,0,1,0.0225072056715576,0.568033157747075,0.4
"Schmidt","F","VA",0.371428571428571,0.303698333057886,0.3,0,1,0.0234308350843675,0.81764935823277,0.1
"Schmidt","F","YE",0.330978260869565,0.319266782195318,0.2,0,1,0.0235366594510786,0.964615565253505,0
"Abbott","F","AK",33.9807576923077,17.2239080881515,34.3835,0,81.147,1.0681814341514,0.506872396551962,42.773
"Abbott","F","GI",34.0349096385542,19.2744067549541,33.271,0.031,73.528,1.49598409355353,0.566312852293293,55.51
"Abbott","F","KA",32.9297256637168,17.5905119800409,32.322,0.329,81.542,1.17010345151891,0.534183374610458,70.043
"Abbott","F","MA",47.6369248826291,17.8417733720717,47.382,0.01,92.234,1.22249816778451,0.374536631321846,71.475
"Abbott","F","MU",31.5159758454106,15.2660170715078,31.407,0,75.538,1.06106153488359,0.484389794762801,43.941
"Abbott","F","RE",42.9832526315789,16.8755051733711,41.6615,2.048,82.501,1.22427782118894,0.392606518590289,19.901
"Abbott","F","UM",41.7251697247706,13.1691513575467,39.5215,13.679,78.29,0.891927475447748,0.315616483873249,30.078
"Abbott","F","VA",33.7643797468354,16.6837386252662,32.145,0.169,80.107,1.08372528031356,0.494122467237973,38.697
"Abbott","F","YE",32.4849449152542,17.0172167997507,31.727,0.037,80.171,1.10772646154206,0.523849335258063,14.301
